level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1191	1684	-1	
2	1	1	0	0	0	181	160	839	1431	-1	
3	1	1	1	0	0	181	160	593	115	-1	
4	1	1	1	1	0	426	160	348	39	-1	
5	1	1	1	1	1	426	160	156	39	48.100086	BRAT)
5	1	1	1	1	2	594	164	91	34	94.630096	Q&A
5	1	1	1	1	3	698	161	76	37	96.639465	报告
4	1	1	1	2	0	181	247	581	28	-1	
5	1	1	1	2	1	181	251	44	24	85.269585	Ql:
5	1	1	1	2	2	254	247	16	27	88.118126	智
5	1	1	1	2	3	283	249	17	25	91.489174	灵
5	1	1	1	2	4	312	247	61	27	96.815857	动力
5	1	1	1	2	5	385	248	10	26	96.748444	是
5	1	1	1	2	6	401	248	58	27	96.808289	什么
5	1	1	1	2	7	473	249	15	24	93.070724	项
5	1	1	1	2	8	501	266	4	8	91.254074	目
5	1	1	1	2	9	513	243	21	46	92.417397	，
5	1	1	1	2	10	533	249	14	24	93.103004	目
5	1	1	1	2	11	565	247	32	27	96.844482	前
5	1	1	1	2	12	610	249	13	25	96.909035	处
5	1	1	1	2	13	637	248	10	26	96.882309	于
5	1	1	1	2	14	648	248	43	26	96.906052	什么
5	1	1	1	2	15	706	247	42	27	93.014984	阶段
5	1	1	1	2	16	754	248	8	22	92.861786	?
3	1	1	2	0	0	182	306	837	140	-1	
4	1	1	2	1	0	223	306	782	21	-1	
5	1	1	2	1	1	223	308	20	18	91.115356	现
5	1	1	2	1	2	252	307	19	19	93.300758	有
5	1	1	2	1	3	271	308	14	17	93.169960	证
5	1	1	2	1	4	293	307	13	19	91.984543	据
5	1	1	2	1	5	315	307	24	19	92.968636	仅
5	1	1	2	1	6	340	307	8	19	96.946098	能
5	1	1	2	1	7	358	307	12	19	93.214447	将
5	1	1	2	1	8	381	307	10	19	92.914284	智
5	1	1	2	1	9	401	308	11	18	92.974182	灵
5	1	1	2	1	10	421	307	48	19	93.005974	动力
5	1	1	2	1	11	468	302	21	36	88.617699	置
5	1	1	2	1	12	489	308	8	18	91.997177	于
5	1	1	2	1	13	509	309	16	14	94.551170	AI
5	1	1	2	1	14	538	302	44	36	94.889801	医疗
5	1	1	2	1	15	581	307	33	19	93.262939	相关
5	1	1	2	1	16	624	307	30	19	84.753929	赛
5	1	1	2	1	17	662	320	3	5	91.189568	道
5	1	1	2	1	18	682	308	5	18	86.262329	，
5	1	1	2	1	19	689	307	23	19	92.631699	尚
5	1	1	2	1	20	723	307	9	19	96.865242	不
5	1	1	2	1	21	733	307	19	19	96.927521	能
5	1	1	2	1	22	752	307	33	20	96.912781	确认
5	1	1	2	1	23	795	307	11	20	96.433502	其
5	1	1	2	1	24	815	307	46	19	96.616753	公司
5	1	1	2	1	25	872	307	27	19	92.769783	主体
5	1	1	2	1	26	903	302	16	36	92.732689	、
5	1	1	2	1	27	918	308	15	18	86.172867	具
5	1	1	2	1	28	941	307	14	19	93.068695	体
5	1	1	2	1	29	963	306	33	20	93.203003	产品
5	1	1	2	1	30	1001	319	4	4	93.087730	、
4	1	1	2	2	0	185	346	834	21	-1	
5	1	1	2	2	1	185	347	48	20	96.816696	目标
5	1	1	2	2	2	236	347	36	20	93.263435	科室
5	1	1	2	2	3	288	347	6	19	92.990906	、
5	1	1	2	2	4	294	347	13	19	93.037788	付
5	1	1	2	2	5	316	347	12	19	92.928368	费
5	1	1	2	2	6	338	347	31	20	96.828934	客户
5	1	1	2	2	7	381	347	23	19	96.875648	或
5	1	1	2	2	8	403	342	41	36	87.880066	商业
5	1	1	2	2	9	444	347	21	19	96.816879	化
5	1	1	2	2	10	466	347	41	19	93.105164	阶段
5	1	1	2	2	11	511	342	26	36	86.632133	。[
5	1	1	2	2	12	538	347	26	19	63.506168	尚
5	1	1	2	2	13	563	342	19	36	94.071869	无
5	1	1	2	2	14	581	347	11	19	96.999405	可
5	1	1	2	2	15	594	347	90	20	96.622993	核验
5	1	1	2	2	16	644	342	21	36	92.705772	证
5	1	1	2	2	17	664	342	17	36	91.830116	据
5	1	1	2	2	18	680	342	10	36	93.233185	]
5	1	1	2	2	19	695	347	46	19	90.839851	因此
5	1	1	2	2	20	756	349	6	14	90.614403	，
5	1	1	2	2	21	761	348	15	18	91.054138	现
