level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1191	1684	-1	
2	1	1	0	0	0	181	90	839	1501	-1	
3	1	1	1	0	0	182	90	503	101	-1	
4	1	1	1	1	0	559	90	126	17	-1	
5	1	1	1	1	1	559	90	24	17	89.189667	智
5	1	1	1	1	2	584	90	37	16	92.393898	灵动
5	1	1	1	1	3	623	94	4	12	92.972466	力
5	1	1	1	1	4	641	85	6	32	93.045532	|
5	1	1	1	1	5	647	92	38	15	92.806030	Q&A
4	1	1	1	2	0	182	163	468	28	-1	
5	1	1	1	2	1	182	167	43	24	90.085365	Q9:
5	1	1	1	2	2	252	163	47	27	96.868263	主要
5	1	1	1	2	3	307	164	48	26	95.785355	风险
5	1	1	1	2	4	367	164	15	26	96.961792	与
5	1	1	1	2	5	398	165	13	26	93.298607	最
5	1	1	1	2	6	425	165	14	25	93.194855	强
5	1	1	1	2	7	450	164	61	26	96.599213	反方
5	1	1	1	2	8	510	159	59	44	96.272095	观点
5	1	1	1	2	9	581	164	10	26	96.872673	是
5	1	1	1	2	10	596	159	47	44	93.282684	什么
5	1	1	1	2	11	642	164	8	22	93.060471	?
3	1	1	2	0	0	182	223	837	100	-1	
4	1	1	2	1	0	224	223	795	19	-1	
5	1	1	2	1	1	224	223	28	19	93.277351	最
5	1	1	2	1	2	253	223	11	19	93.228508	强
5	1	1	2	1	3	271	223	48	19	95.987144	反方
5	1	1	2	1	4	331	223	30	19	95.912354	观点
5	1	1	2	1	5	375	229	2	9	93.216293	是
5	1	1	2	1	6	376	219	9	33	92.851624	:
5	1	1	2	1	7	401	223	11	19	90.408005	智
5	1	1	2	1	8	422	224	12	18	93.097206	灵
5	1	1	2	1	9	442	223	34	19	96.245522	动力
5	1	1	2	1	10	486	223	21	19	96.477280	可
5	1	1	2	1	11	510	223	9	19	96.868408	能
5	1	1	2	1	12	529	223	11	18	96.531029	只
5	1	1	2	1	13	550	223	25	19	96.781250	是
5	1	1	2	1	14	574	219	20	33	96.962158	处
5	1	1	2	1	15	593	224	11	18	96.971649	于
5	1	1	2	1	16	613	223	47	19	96.180595	概念
5	1	1	2	1	17	670	223	12	19	96.868279	或
5	1	1	2	1	18	693	223	27	19	96.868317	试点
5	1	1	2	1	19	721	223	48	19	96.562248	阶段
5	1	1	2	1	20	768	219	16	33	94.980545	的
5	1	1	2	1	21	781	225	21	14	94.980545	AI
5	1	1	2	1	22	814	223	48	19	93.413483	医疗
5	1	1	2	1	23	876	224	11	18	93.251213	项
5	1	1	2	1	24	897	236	3	4	89.347092	目
5	1	1	2	1	25	917	225	5	17	91.844353	，
5	1	1	2	1	26	921	223	12	19	92.589371	尚
5	1	1	2	1	27	946	223	9	19	95.285461	未
5	1	1	2	1	28	966	224	20	17	93.160988	证
5	1	1	2	1	29	985	224	12	18	93.036034	明
5	1	1	2	1	30	1005	223	14	19	91.655693	数
4	1	1	2	2	0	182	263	837	20	-1	
5	1	1	2	2	1	182	263	27	19	91.450409	据
5	1	1	2	2	2	208	259	24	33	92.794975	、
5	1	1	2	2	3	224	263	48	19	92.453445	技
5	1	1	2	2	4	256	259	17	33	92.490196	术
5	1	1	2	2	5	272	259	20	33	93.173462	、
5	1	1	2	2	6	288	263	48	19	91.641502	合
5	1	1	2	2	7	320	259	19	33	92.935608	规
5	1	1	2	2	8	351	263	7	19	92.890823	、
5	1	1	2	2	9	358	263	27	19	92.916710	付
5	1	1	2	2	10	394	264	7	19	92.448776	费
5	1	1	2	2	11	405	266	7	15	93.277451	和
5	1	1	2	2	12	421	263	35	19	96.195541	规模
5	1	1	2	2	13	466	263	47	19	96.913437	复制
5	1	1	2	2	14	522	263	27	19	91.122993	闭环
5	1	1	2	2	15	549	259	9	33	86.573013	;
5	1	1	2	2	16	565	263	112	19	96.232964	通用
5	1	1	2	2	17	613	259	21	33	96.550034	大
5	1	1	2	2	18	633	263	44	19	93.204285	模型
5	1	1	2	2	19	681	259	19	33	92.990845	、
5	1	1	2	2	20	699	263	24	20	92.057266	成
5	1	1	2	2	21	724	263	22	19	91.857147	熟
5	1	1	2	2	22	758	267	2	4	91.936699	医
5	1	1	2	2	23	765	263	11	19	87.523788	疗
5	1	1	2	2	24	788	265	14	14	45.075424	IT
5	1	1	2	2	25	811	263	37	19	71.790520	厂商
5	1	1	2	2	26	858	264	11	17	96.765816	及
5	1	1	2	2	27	879	263	33	19	93.135139	医院
5	1	1	2	2	28	922	263	8	19	93.243530	自
5	1	1	2	2	29	943	263	23	19	93.198540	研
5	1	1	2	2	30	967	263	9	19	93.298622	能
5	1	1	2	2	31	986	263	11	19	93.198517	力
5	1	1	2	2	32	1007	264	12	17	96.788361	又
4	1	1	2	3	0	182	303	762	20	-1	
5	1	1	2	3	1	182	303	18	19	96.886703	可
5	1	1	2	3	2	206	303	19	19	96.428505	能
5	1	1	2	3	3	231	303	44	19	96.595802	快速
5	1	1	2	3	4	278	303	27	19	96.081749	削弱
5	1	1	2	3	5	316	303	11	20	95.972252	其
5	1	1	2	3	6	336	303	47	19	96.952774	功能
5	1	1	2	3	7	392	304	27	19	93.249947	差异
5	1	1	2	3	8	419	299	19	33	93.284294	。
5	1	1	2	3	9	437	303	16	20	92.784225	在
5	1	1	2	3	10	462	303	44	20	95.161301	缺乏
