level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1191	1684	-1	
2	1	1	0	0	0	182	90	838	1501	-1	
3	1	1	1	0	0	182	90	838	1501	-1	
4	1	1	1	1	0	559	90	127	17	-1	
5	1	1	1	1	1	559	90	14	17	75.709213	智
5	1	1	1	1	2	582	91	18	15	92.551140	灵
5	1	1	1	1	3	614	90	13	16	86.011620	动力
5	1	1	1	1	4	640	92	1	14	86.011620	|
5	1	1	1	1	5	647	92	39	15	84.322357	Q&A
4	1	1	1	2	0	224	168	796	21	-1	
5	1	1	1	2	1	224	169	19	18	93.070312	上
5	1	1	1	2	2	247	169	16	19	40.274826	述
5	1	1	1	2	3	273	169	33	20	96.838463	概率
5	1	1	1	2	4	315	169	32	19	95.741692	基于
5	1	1	1	2	5	353	169	36	20	96.153770	当前
5	1	1	1	2	6	400	169	44	20	96.753777	资料
5	1	1	1	2	7	457	169	30	19	94.278961	缺口
5	1	1	1	2	8	488	169	35	19	89.764374	判断
5	1	1	1	2	9	523	164	8	34	90.247688	;
5	1	1	1	2	10	543	168	49	20	96.558350	关键
5	1	1	1	2	11	603	170	25	18	92.408913	合同
5	1	1	1	2	12	632	164	18	34	93.221504	、
5	1	1	1	2	13	649	169	13	19	92.946732	数
5	1	1	1	2	14	672	169	12	19	92.738708	据
5	1	1	1	2	15	693	169	32	19	96.892929	授权
5	1	1	1	2	16	736	169	10	20	92.440094	或
5	1	1	1	2	17	757	168	11	20	92.579720	合
5	1	1	1	2	18	776	169	13	19	92.792213	规
5	1	1	1	2	19	798	169	11	19	93.195488	路
5	1	1	1	2	20	819	169	24	20	90.330841	径
5	1	1	1	2	21	854	169	10	19	96.328857	无
5	1	1	1	2	22	875	169	10	19	93.113480	法
5	1	1	1	2	23	886	169	21	20	92.779541	补
5	1	1	1	2	24	917	169	11	19	78.182930	齐
5	1	1	1	2	25	940	182	3	4	92.860367	时
5	1	1	1	2	26	944	164	18	34	92.608017	，
5	1	1	1	2	27	961	169	23	19	90.400238	投
5	1	1	1	2	28	987	169	18	19	90.995041	资
5	1	1	1	2	29	1006	169	14	19	25.298967	罗
4	1	1	1	3	0	182	209	132	20	-1	
5	1	1	1	3	1	182	209	19	20	92.425613	辑
5	1	1	1	3	2	208	209	22	20	96.687103	可
5	1	1	1	3	3	234	209	8	19	96.899986	能
5	1	1	1	3	4	252	210	11	18	96.811615	不
5	1	1	1	3	5	274	209	24	19	93.141251	成
5	1	1	1	3	6	297	205	13	33	92.275452	立
5	1	1	1	3	7	310	221	4	5	92.497192	。
4	1	1	1	4	0	958	1573	61	18	-1	
5	1	1	1	4	1	958	1574	15	17	96.852097	第
5	1	1	1	4	2	980	1573	18	14	93.289810	10
5	1	1	1	4	3	1006	1574	13	16	90.230682	页
