level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1191	1684	-1	
2	1	1	0	0	0	181	90	847	1501	-1	
3	1	1	1	0	0	181	90	609	101	-1	
4	1	1	1	1	0	559	90	126	17	-1	
5	1	1	1	1	1	559	90	23	17	69.794563	智
5	1	1	1	1	2	584	91	15	15	92.654785	灵
5	1	1	1	1	3	600	90	27	16	92.401199	动力
5	1	1	1	1	4	641	85	6	30	90.243942	|
5	1	1	1	1	5	647	92	38	15	86.227875	Q&A
4	1	1	1	2	0	181	163	609	28	-1	
5	1	1	1	2	1	181	167	44	24	89.014740	Q7:
5	1	1	1	2	2	247	164	65	26	92.770729	团队
5	1	1	1	2	3	306	159	28	44	92.877228	、
5	1	1	1	2	4	329	163	67	27	87.431755	治
5	1	1	1	2	5	372	159	25	44	93.045708	理
5	1	1	1	2	6	397	159	25	44	93.007065	、
5	1	1	1	2	7	421	163	18	27	92.197182	知
5	1	1	1	2	8	452	164	31	27	93.099281	识
5	1	1	1	2	9	482	159	42	44	96.940742	产权
5	1	1	1	2	10	537	164	13	26	93.282326	与
5	1	1	1	2	11	564	163	16	27	93.084259	合
5	1	1	1	2	12	592	164	16	26	93.136124	规
5	1	1	1	2	13	617	164	18	25	93.170395	基
5	1	1	1	2	14	647	164	16	26	92.492355	础
5	1	1	1	2	15	677	165	14	25	93.257217	是
5	1	1	1	2	16	702	165	18	25	92.295319	否
5	1	1	1	2	17	732	164	43	26	93.264038	稳定
5	1	1	1	2	18	779	164	11	22	93.196075	?
3	1	1	2	0	0	182	222	845	101	-1	
4	1	1	2	1	0	223	222	797	20	-1	
5	1	1	2	1	1	223	224	20	18	92.847092	现
5	1	1	2	1	2	253	223	11	19	93.300919	有
5	1	1	2	1	3	270	224	15	17	93.249809	证
5	1	1	2	1	4	293	223	13	19	92.040329	据
5	1	1	2	1	5	314	223	12	19	92.211624	未
5	1	1	2	1	6	335	223	47	19	95.711281	披露
5	1	1	2	1	7	383	223	43	19	96.162819	创始
5	1	1	2	1	8	435	235	3	4	89.475082	人
5	1	1	2	1	9	454	223	8	19	93.157257	、
5	1	1	2	1	10	461	223	18	19	92.859558	核
5	1	1	2	1	11	486	224	8	17	93.126854	心
5	1	1	2	1	12	497	223	68	19	92.841553	管理
5	1	1	2	1	13	552	218	18	34	91.438942	层
5	1	1	2	1	14	569	218	18	34	91.320778	、
5	1	1	2	1	15	586	223	22	19	92.288559	股
5	1	1	2	1	16	608	224	22	18	93.246941	权
5	1	1	2	1	17	631	223	24	19	92.544563	结
5	1	1	2	1	18	666	235	4	4	92.887169	构
5	1	1	2	1	19	673	218	18	34	92.639656	、
5	1	1	2	1	20	690	224	14	18	90.203735	历
5	1	1	2	1	21	712	223	13	19	93.091629	史
5	1	1	2	1	22	735	223	40	19	73.035629	融资
5	1	1	2	1	23	782	218	13	34	91.423317	、
5	1	1	2	1	24	792	224	16	18	93.228973	员
5	1	1	2	1	25	820	224	10	16	92.214516	工
5	1	1	2	1	26	839	223	41	19	93.290047	构成
5	1	1	2	1	27	895	223	9	19	92.441887	、
5	1	1	2	1	28	906	224	18	17	92.881393	知
5	1	1	2	1	29	924	224	12	18	91.637558	识
5	1	1	2	1	30	945	222	20	20	92.824814	产
5	1	1	2	1	31	965	225	12	17	93.255325	权
5	1	1	2	1	32	986	223	12	19	93.000298	或
5	1	1	2	1	33	1009	223	11	19	92.814270	监
4	1	1	2	2	0	182	263	845	20	-1	
5	1	1	2	2	1	182	263	32	19	92.804398	管
5	1	1	2	2	2	224	263	27	19	92.973534	资质
5	1	1	2	2	3	252	259	27	33	92.671875	。[
5	1	1	2	2	4	281	263	25	19	84.581894	尚
5	1	1	2	2	5	305	259	18	33	94.186745	无
5	1	1	2	2	6	322	263	22	19	96.978912	可
5	1	1	2	2	7	345	263	30	19	96.908356	核验
5	1	1	2	2	8	386	264	11	17	93.289551	证
5	1	1	2	2	9	404	263	14	19	91.105919	据
5	1	1	2	2	10	420	265	4	18	93.156067	]
5	1	1	2	2	11	442	263	38	19	95.745865	团队
5	1	1	2	2	12	480	263	34	20	96.920624	评估
5	1	1	2	2	13	522	263	34	19	94.285690	需要
5	1	1	2	2	14	563	263	43	19	74.853241	覆盖
5	1	1	2	2	15	609	259	42	33	94.072327	临床
5	1	1	2	2	16	650	263	40	19	93.120415	理解
5	1	1	2	2	17	695	259	18	33	92.814407	、
5	1	1	2	2	18	712	263	21	19	92.357872	算
5	1	1	2	2	19	732	263	13	19	96.799500	法
5	1	1	2	2	20	755	263	40	19	93.266327	研发
5	1	1	2	2	21	800	259	18	33	92.261078	、
5	1	1	2	2	22	810	263	48	19	93.170906	产
5	1	1	2	2	23	844	259	19	33	90.988396	品
5	1	1	2	2	24	862	259	18	33	93.153915	、
5	1	1	2	2	25	874	263	89	19	93.115295	医
5	1	1	2	2	26	901	259	22	33	93.274147	院
5	1	1	2	2	27	922	263	41	19	93.209915	销售
5	1	1	2	2	28	965	259	16	33	92.946205	、
5	1	1	2	2	29	979	263	48	19	92.146362	交
5	1	1	2	2	30	1003	259	17	33	92.616806	付
5	1	1	2	2	31	1019	259	11	33	92.426590	、
4	1	1	2	3	0	182	303	699	20	-1	
5	1	1	2	3	1	182	303	131	20	96.859802	医疗
5	1	1	2	3	2	231	299	22	33	91.377609	器
5	1	1	2	3	3	252	299	23	33	92.884720	械
5	1	1	2	3	4	274	299	26	33	93.197678	法
5	1	1	2	3	5	299	299	18	33	92.547607	规
5	1	1	2	3	6	316	299	17	33	92.716080	、
5	1	1	2	3	7	332	303	15	19	93.029152	数
