level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1191	1684	-1	
2	1	1	0	0	0	181	90	838	1501	-1	
3	1	1	1	0	0	181	90	504	101	-1	
4	1	1	1	1	0	559	90	126	17	-1	
5	1	1	1	1	1	559	90	23	17	69.794563	智
5	1	1	1	1	2	584	91	15	15	92.654785	灵
5	1	1	1	1	3	600	90	27	16	92.401199	动力
5	1	1	1	1	4	641	85	6	30	90.243942	|
5	1	1	1	1	5	647	92	38	15	86.227875	Q&A
4	1	1	1	2	0	181	163	441	28	-1	
5	1	1	1	2	1	181	167	44	24	79.711319	QS:
5	1	1	1	2	2	254	163	45	27	96.486855	商业
5	1	1	1	2	3	309	163	46	27	96.796028	模式
5	1	1	1	2	4	369	164	14	26	92.896828	能
5	1	1	1	2	5	394	165	18	25	76.418045	否
5	1	1	1	2	6	424	163	59	28	96.183762	产品
5	1	1	1	2	7	482	159	28	44	96.977417	化
5	1	1	1	2	8	509	164	13	26	96.970505	与
5	1	1	1	2	9	537	163	58	27	96.924072	规模
5	1	1	1	2	10	595	159	20	44	93.208626	化
5	1	1	1	2	11	614	164	8	22	93.062019	?
3	1	1	2	0	0	182	222	837	141	-1	
4	1	1	2	1	0	223	222	796	21	-1	
5	1	1	2	1	1	223	224	20	18	92.779869	现
5	1	1	2	1	2	253	223	11	19	93.299179	有
5	1	1	2	1	3	270	224	15	17	93.258331	证
5	1	1	2	1	4	293	223	13	19	92.335251	据
5	1	1	2	1	5	314	223	22	19	96.939209	不
5	1	1	2	1	6	339	223	21	19	96.878708	能
5	1	1	2	1	7	370	223	20	19	93.246872	确认
5	1	1	2	1	8	399	222	11	20	91.661293	智
5	1	1	2	1	9	420	223	32	19	93.168236	灵动
5	1	1	2	1	10	463	223	10	19	93.258652	力
5	1	1	2	1	11	482	223	32	19	96.662285	采用
5	1	1	2	1	12	522	223	45	19	96.108032	软件
5	1	1	2	1	13	569	223	38	19	93.180580	许可
5	1	1	2	1	14	607	218	18	34	93.206772	、
5	1	1	2	1	15	622	223	48	19	91.972572	订
5	1	1	2	1	16	652	218	22	34	92.314209	阅
5	1	1	2	1	17	685	223	6	17	93.185066	、
5	1	1	2	1	18	690	224	14	18	92.183159	调
5	1	1	2	1	19	714	223	10	19	93.266884	用
5	1	1	2	1	20	733	223	23	19	91.335846	量
5	1	1	2	1	21	756	223	24	20	93.046913	计
5	1	1	2	1	22	792	235	4	4	87.924698	费
5	1	1	2	1	23	799	218	18	34	93.133583	、
5	1	1	2	1	24	811	223	90	19	92.554237	硬
5	1	1	2	1	25	839	218	22	34	93.129738	件
5	1	1	2	1	26	860	223	41	19	93.254677	销售
5	1	1	2	1	27	905	218	18	34	93.091721	、
5	1	1	2	1	28	922	223	13	19	93.080605	实
5	1	1	2	1	29	943	223	24	19	93.112396	施
5	1	1	2	1	30	967	223	52	19	96.633545	服务
5	1	1	2	1	31	1007	218	16	34	96.750183	或
4	1	1	2	2	0	182	263	837	20	-1	
5	1	1	2	2	1	182	263	52	20	96.660309	科研
5	1	1	2	2	2	245	263	19	19	96.127159	合作
5	1	1	2	2	3	273	263	42	19	93.292740	模式
5	1	1	2	2	4	318	259	16	34	90.496498	，
5	1	1	2	2	5	333	263	17	19	91.164566	也
5	1	1	2	2	6	356	263	24	19	96.924988	不
5	1	1	2	2	7	383	263	21	19	96.814438	能
5	1	1	2	2	8	407	263	41	19	96.690765	判断
5	1	1	2	2	9	447	259	42	34	96.793625	收入
5	1	1	2	2	10	502	263	10	19	93.185501	是
5	1	1	2	2	11	522	264	11	18	90.228867	否
5	1	1	2	2	12	532	259	31	34	96.967491	具有
5	1	1	2	2	13	569	263	40	20	95.475555	重复
5	1	1	2	2	14	617	263	18	19	93.241348	性
5	1	1	2	2	15	637	259	28	34	83.419594	。[
5	1	1	2	2	16	666	263	25	19	77.082657	尚
5	1	1	2	2	17	690	259	20	34	96.433174	无
5	1	1	2	2	18	709	263	10	19	96.822685	可
5	1	1	2	2	19	722	263	90	20	96.965126	核验
5	1	1	2	2	20	773	259	20	34	93.030922	证
5	1	1	2	2	21	792	259	15	34	92.351845	据
5	1	1	2	2	22	807	259	9	34	93.215218	]
5	1	1	2	2	23	830	259	39	34	96.252502	医疗
5	1	1	2	2	24	875	265	12	14	91.677032	AI
5	1	1	2	2	25	900	263	46	20	83.752563	常见
5	1	1	2	2	26	945	259	22	34	96.558128	的
5	1	1	2	2	27	966	263	39	19	96.607841	商业
5	1	1	2	2	28	1006	263	13	19	96.914452	化
4	1	1	2	3	0	183	303	836	20	-1	
5	1	1	2	3	1	183	303	39	19	96.218552	障碍
5	1	1	2	3	2	230	303	24	19	96.636337	是
5	1	1	2	3	3	253	299	21	33	93.216209	项
5	1	1	2	3	4	273	303	24	19	93.221001	目
5	1	1	2	3	5	300	303	20	19	93.265907	制
5	1	1	2	3	6	319	299	28	33	76.313057	收入
5	1	1	2	3	7	358	303	19	20	93.225510	看
5	1	1	2	3	8	377	303	21	19	75.134354	似
5	1	1	2	3	9	399	303	40	19	93.037338	增长
5	1	1	2	3	10	445	299	17	33	92.776642	，
5	1	1	2	3	11	461	303	13	19	93.156723	但
5	1	1	2	3	12	484	303	10	20	96.897995	每
5	1	1	2	3	13	504	303	11	19	96.505402	家
5	1	1	2	3	14	525	303	32	19	96.838783	医院
5	1	1	2	3	15	568	303	11	19	96.947937	都
5	1	1	2	3	16	589	303	32	19	96.886650	需要
5	1	1	2	3	17	628	303	35	19	95.361336	重新
5	1	1	2	3	18	674	303	38	19	93.207954	集成
5	1	1	2	3	19	719	299	15	33	91.994217	、
5	1	1	2	3	20	727	303	48	19	93.039619	标
5	1	1	2	3	21	760	299	20	33	92.875122	注
5	1	1	2	3	22	790	303	6	17	92.756912	、
5	1	1	2	3	23	797	303	26	19	92.979897	调
5	1	1	2	3	24	832	304	10	19	92.555222	参
5	1	1	2	3	25	841	305	10	16	87.513885	和
5	1	1	2	3	26	854	303	47	20	91.972992	驻
5	1	1	2	3	27	888	299	20	33	92.721100	场
5	1	1	2	3	28	907	299	15	33	91.257324	，
5	1	1	2	3	29	921	303	26	19	91.201653	导
5	1	1	2	3	30	959	303	12	19	92.750504	致
5	1	1	2	3	31	971	299	27	33	94.240814	收入
5	1	1	2	3	32	1006	303	13	19	95.514839	与
4	1	1	2	4	0	182	343	363	20	-1	
5	1	1	2	4	1	182	343	18	19	92.631012	人
5	1	1	2	4	2	204	343	23	19	91.998711	员
5	1	1	2	4	3	228	343	27	19	90.203560	同
5	1	1	2	4	4	266	343	6	16	91.721092	步
5	1	1	2	4	5	273	343	40	19	93.243767	增长
5	1	1	2	4	6	329	355	3	1	92.492035	，
5	1	1	2	4	7	336	343	24	19	92.925262	毛
5	1	1	2	4	8	361	343	36	20	96.451530	利和
5	1	1	2	4	9	396	343	43	19	93.149071	现金
5	1	1	2	4	10	442	343	11	19	93.049988	流
5	1	1	2	4	11	462	343	32	19	96.915642	难以
5	1	1	2	4	12	503	343	41	19	93.055244	改善
5	1	1	2	4	13	543	339	7	33	87.366104	。
3	1	1	3	0	0	181	382	838	141	-1	
4	1	1	3	1	0	224	382	794	21	-1	
5	1	1	3	1	1	224	382	49	20	96.800064	产品
5	1	1	3	1	2	273	383	11	19	96.828697	化
5	1	1	3	1	3	294	383	12	19	96.768341	应
5	1	1	3	1	4	314	383	33	19	96.837212	通过
5	1	1	3	1	5	356	384	12	16	95.457748	五
5	1	1	3	1	6	378	383	11	19	96.636620	项
5	1	1	3	1	7	399	383	42	19	96.953178	指标
5	1	1	3	1	8	440	383	34	18	93.301476	验证
5	1	1	3	1	9	478	389	3	9	92.783401	:
5	1	1	3	1	10	502	383	35	19	96.208824	标准
5	1	1	3	1	11	545	383	47	19	93.193604	模块
5	1	1	3	1	12	603	384	7	17	92.248108	占
5	1	1	3	1	13	613	383	15	18	92.999329	比
5	1	1	3	1	14	632	378	20	33	93.087509	、
5	1	1	3	1	15	651	382	12	20	92.969803	单
5	1	1	3	1	16	673	383	22	19	93.259689	院
5	1	1	3	1	17	698	383	22	20	74.254059	部
5	1	1	3	1	18	727	384	13	18	92.916023	署
5	1	1	3	1	19	749	383	26	19	93.063187	周期
5	1	1	3	1	20	781	378	17	33	92.686737	、
5	1	1	3	1	21	797	382	26	20	93.142632	单
5	1	1	3	1	22	836	384	7	18	93.233452	项
5	1	1	3	1	23	854	383	10	19	92.602226	目
5	1	1	3	1	24	875	383	68	19	96.159805	定制
5	1	1	3	1	25	908	378	16	33	97.002663	人
5	1	1	3	1	26	923	378	19	33	87.450203	天
5	1	1	3	1	27	941	378	20	33	92.521362	、
5	1	1	3	1	28	960	383	17	19	91.912537	可
5	1	1	3	1	29	985	383	13	19	91.618050	复
5	1	1	3	1	30	1005	383	13	19	96.508629	用
4	1	1	3	2	0	181	423	838	20	-1	
5	1	1	3	2	1	181	423	153	20	96.595634	接口
5	1	1	3	2	2	232	419	24	33	96.648811	或
5	1	1	3	2	3	255	419	21	33	93.294991	组
5	1	1	3	2	4	276	419	23	33	93.243126	件
5	1	1	3	2	5	298	419	44	33	93.238480	比例
5	1	1	3	2	6	342	419	13	33	92.369995	、
5	1	1	3	2	7	354	423	15	18	92.830391	上
5	1	1	3	2	8	375	423	15	20	92.937347	线
5	1	1	3	2	9	397	423	13	19	93.222374	后
5	1	1	3	2	10	420	423	11	19	96.917496	的
5	1	1	3	2	11	441	423	32	19	95.893471	续费
5	1	1	3	2	12	484	423	10	19	92.716782	与
5	1	1	3	2	13	504	423	11	19	93.209641	扩
5	1	1	3	2	14	521	423	16	20	92.374146	科
5	1	1	3	2	15	544	424	17	18	93.027626	室
5	1	1	3	2	16	566	423	26	19	93.158585	情
5	1	1	3	2	17	603	435	5	5	92.992401	况
5	1	1	3	2	18	610	419	17	33	92.692810	。
5	1	1	3	2	19	626	423	15	19	91.682983	公
5	1	1	3	2	20	649	424	26	18	93.124931	司
5	1	1	3	2	21	674	419	21	33	92.209579	还
5	1	1	3	2	22	694	423	10	19	91.928360	需
5	1	1	3	2	23	715	423	21	19	92.931641	拆
5	1	1	3	2	24	738	423	21	19	96.306702	分
5	1	1	3	2	25	769	423	27	19	93.282990	软件
5	1	1	3	2	26	799	419	20	33	93.201340	、
5	1	1	3	2	27	811	423	48	19	91.122437	硬
5	1	1	3	2	28	845	419	19	33	92.375908	件
5	1	1	3	2	29	863	419	18	33	93.014336	、
5	1	1	3	2	30	875	423	47	19	93.069176	实
5	1	1	3	2	31	907	419	19	33	91.078896	施
5	1	1	3	2	32	925	419	18	33	92.841438	、
5	1	1	3	2	33	942	423	27	19	81.392113	运
5	1	1	3	2	34	979	424	19	19	95.652931	维和
5	1	1	3	2	35	1004	423	15	19	96.493835	第
4	1	1	3	3	0	182	463	837	20	-1	
5	1	1	3	3	1	182	464	18	17	93.186081	三
5	1	1	3	3	2	208	463	14	19	92.816429	方
5	1	1	3	3	3	231	463	12	19	93.223824	算
5	1	1	3	3	4	252	463	25	19	93.231537	力
5	1	1	3	3	5	288	463	14	20	95.089607	成
5	1	1	3	3	6	313	476	3	4	93.241493	本
5	1	1	3	3	7	331	464	6	17	92.926628	，
5	1	1	3	3	8	336	463	14	20	91.886742	说
5	1	1	3	3	9	359	464	12	18	93.214638	明
