level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1191	1684	-1	
2	1	1	0	0	0	181	90	839	1501	-1	
3	1	1	1	0	0	559	90	127	17	-1	
4	1	1	1	1	0	559	90	127	17	-1	
5	1	1	1	1	1	559	90	23	17	72.204330	智
5	1	1	1	1	2	584	91	15	15	92.616089	灵
5	1	1	1	1	3	600	90	27	16	92.113876	动力
5	1	1	1	1	4	641	85	8	30	90.398605	|
5	1	1	1	1	5	647	92	39	15	83.400612	Q&A
3	1	1	2	0	0	181	163	441	28	-1	
4	1	1	2	1	0	181	163	441	28	-1	
5	1	1	2	1	1	181	167	44	24	87.588829	Q2:
5	1	1	2	1	2	254	164	45	26	96.497719	行业
5	1	1	2	1	3	306	164	22	26	96.970886	机
5	1	1	2	1	4	339	163	17	27	96.778656	会
5	1	1	2	1	5	369	164	13	26	93.295723	与
5	1	1	2	1	6	397	163	41	28	93.215622	客户
5	1	1	2	1	7	452	163	15	27	91.961601	痛
5	1	1	2	1	8	479	164	16	26	89.052994	点
5	1	1	2	1	9	509	165	14	25	93.238319	是
5	1	1	2	1	10	534	163	34	27	91.694962	否
5	1	1	2	1	11	582	163	16	25	93.179947	成
5	1	1	2	1	12	597	159	18	44	92.892288	立
5	1	1	2	1	13	614	164	8	22	92.771790	?
3	1	1	3	0	0	182	222	837	181	-1	
4	1	1	3	1	0	223	222	794	21	-1	
5	1	1	3	1	1	223	225	21	14	96.012650	AI
5	1	1	3	1	2	255	223	36	19	96.532982	医疗
5	1	1	3	1	3	299	223	25	19	96.145638	的
5	1	1	3	1	4	323	218	40	34	96.746338	方向
5	1	1	3	1	5	365	223	11	18	96.874275	性
5	1	1	3	1	6	384	223	50	19	96.545349	需求
5	1	1	3	1	7	443	223	14	18	93.237129	成
5	1	1	3	1	8	467	236	3	4	92.844734	立
5	1	1	3	1	9	474	218	17	34	92.743706	，
5	1	1	3	1	10	491	223	23	19	92.868378	但
5	1	1	3	1	11	516	224	31	18	96.811661	行业
5	1	1	3	1	12	554	223	35	19	96.217728	增长
5	1	1	3	1	13	601	223	20	19	95.042831	不
5	1	1	3	1	14	624	223	8	19	97.010071	能
5	1	1	3	1	15	641	223	48	20	96.834969	自动
5	1	1	3	1	16	700	225	8	13	96.570534	证
5	1	1	3	1	17	707	222	32	20	96.646820	明智
5	1	1	3	1	18	750	223	45	19	92.327888	灵动
5	1	1	3	1	19	806	223	13	19	92.972649	力
5	1	1	3	1	20	818	218	28	34	94.640938	拥有
5	1	1	3	1	21	852	223	16	19	96.841118	可
5	1	1	3	1	22	875	223	36	19	96.478210	获取
5	1	1	3	1	23	918	223	26	19	96.843239	的
5	1	1	3	1	24	956	223	14	20	93.285011	市
5	1	1	3	1	25	979	235	5	5	92.988602	场
5	1	1	3	1	26	988	218	16	34	92.960464	。
5	1	1	3	1	27	999	224	18	18	93.078773	医
4	1	1	3	2	0	182	262	837	21	-1	
5	1	1	3	2	1	182	263	19	19	91.739304	疗
5	1	1	3	2	2	209	263	13	19	93.130936	机
5	1	1	3	2	3	229	263	13	19	89.741432	构
5	1	1	3	2	4	252	263	22	19	96.802376	的
5	1	1	3	2	5	275	263	39	19	96.790169	核心
5	1	1	3	2	6	318	258	41	34	96.820503	诉求
5	1	1	3	2	7	358	263	46	20	96.860893	通常
5	1	1	3	2	8	403	258	27	34	96.626144	集中
5	1	1	3	2	9	439	263	14	20	96.952759	在
5	1	1	3	2	10	462	258	44	34	96.719734	减轻
5	1	1	3	2	11	505	263	32	19	96.560204	医护
5	1	1	3	2	12	547	263	44	19	96.434502	文书
5	1	1	3	2	13	590	258	20	34	96.885460	与
5	1	1	3	2	14	609	263	45	19	96.936012	重复
5	1	1	3	2	15	665	263	26	19	93.179398	劳动
5	1	1	3	2	16	698	258	12	34	93.105247	、
5	1	1	3	2	17	709	263	16	19	93.143875	提
5	1	1	3	2	18	734	262	21	20	96.719360	高
5	1	1	3	2	19	758	263	43	19	93.779739	诊疗
5	1	1	3	2	20	812	263	26	19	93.281235	质量
5	1	1	3	2	21	841	258	17	34	93.167900	、
5	1	1	3	2	22	858	263	14	19	92.837074	改
5	1	1	3	2	23	883	263	26	19	93.173096	善
5	1	1	3	2	24	917	263	26	19	96.725121	患者
5	1	1	3	2	25	947	263	38	19	93.235931	流程
5	1	1	3	2	26	1000	263	5	19	92.992401	、
5	1	1	3	2	27	1005	266	14	16	93.247391	加
4	1	1	3	3	0	182	302	835	21	-1	
5	1	1	3	3	1	182	303	18	19	93.072365	强
5	1	1	3	3	2	203	303	113	20	78.199776	运营
5	1	1	3	3	3	252	298	20	32	93.278114	和
5	1	1	3	3	4	272	298	26	32	90.484619	质
5	1	1	3	3	5	298	298	20	32	91.057541	控
5	1	1	3	3	6	318	298	18	32	85.383377	，
5	1	1	3	3	7	336	303	14	19	91.119431	以
5	1	1	3	3	8	358	304	13	18	96.484146	及
5	1	1	3	3	9	382	298	44	32	94.113258	缓解
5	1	1	3	3	10	426	303	31	19	96.719780	基层
5	1	1	3	3	11	468	303	42	19	96.856476	专业
5	1	1	3	3	12	513	303	8	19	93.271263	能
5	1	1	3	3	13	532	303	24	19	89.781784	力
5	1	1	3	3	14	567	303	13	19	93.295372	不
5	1	1	3	3	15	590	315	5	5	92.587646	足
